Organization Name,Estimated Revenue Range,Industries,Headquarters Location,CB Rank (Company),Founded Date,Number of Employees,Last Funding Type,IPO Status,Funding Status,Last Funding Date,Last Funding Amount (in USD),Total Funding Amount (in USD),Last Equity Funding Type,Number of Funding Rounds,Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Top 5 Investors,Number of Investors,Region,Estimated Revenue Range Midpoint,Founded Year,City,Country,Number of Employees Midpoint,Industry_Cluster_0,Industry_Cluster_1,Industry_Cluster_2,Industry_Cluster_3,Industry_Cluster_4,Industry_Cluster_5,Industry_Cluster_6,Industry_Cluster_7,Industry_Cluster_8,Industry_Cluster_9,Industry_Cluster_10,Industry_Cluster_11,Industry_Cluster_12,Industry_Cluster_13,Industry_Cluster_14,Industry_Cluster_15,Industry_Cluster_16,Industry_Cluster_17,Industry_Cluster_18,Industry_Cluster_19,Industry_Cluster_20,Industry_Cluster_21,Industry_Cluster_22,industry_group,log_LFA,log_LEFA,Days_Since_Last_Funding,Revenue_Log_Midpoint,log_Total_Funding,log_Total_Equity_Funding,log_Employees,log_Days_Since_Last_Funding
Qraved,$10M to $50M,"E-Commerce, Food and Beverage, Hospitality, Mobile Apps, News, Restaurants, Software, Video","Jakarta Pusat, Jakarta Raya, Indonesia",79977,2013-01-01,51-100,Series C,Private,Late Stage Venture,2018-10-25,73744817.42812504,9300000.0,Series C,5,77815507.17090902,9300000.0,"500 Global, Endeavor Catalyst, Gobi Partners, AC Ventures, Richmond Global Ventures",11.0,ASIAN,30000000.0,2013.0,Jakarta Pusat,Indonesia,75.5,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Travel, Digital Entertainment, Apps, Family, Catering",18.116121292114258,18.169851303100586,2458,17.216707972959764,16.04552506565036,16.04552506565036,4.33729074083249,7.807510042216193
HarukaEdu,$1M to $10M,"Education, Internet","Jakarta, Jakarta Raya, Indonesia",99266,2013-01-01,101-250,Series C,Private,Late Stage Venture,2019-11-18,72238780.14315729,2200000.0,Series C,3,77068989.80240801,2200000.0,"AppWorks, CyberAgent Capital, Susquehanna International Group, GDP Venture, Pearson Affordable Learning Fund (PALF)",7.0,ASIAN,5500000.0,2013.0,Jakarta,Indonesia,175.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Internet, Education",18.095487594604492,18.16021156311035,2069,15.520258832020865,14.603968372873895,14.603968372873895,5.173320876373351,7.635303886259415
Dessmann,$1M to $10M,"Biometrics, Privacy, Public Safety","Singapore, Central Region, Singapore",99276,2000-01-01,1-10,Series D,Private,Late Stage Venture,2022-09-01,73744817.42812504,60143466.0,Series D,6,77815507.17090902,60143466.0,"Matrix Partners China, Meitu, Chuxin Capital, Red Star Macalline, Vipshop Holding",11.0,ASIAN,12609026.884145748,2000.0,Singapore,Singapore,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Security,18.116121292114258,18.169851303100586,1051,16.349923614100753,17.912243382682448,17.912243382682448,1.8718021769015913,6.9584483932976555
POPS Worldwide,$10M to $50M,"Digital Entertainment, Digital Media, Film Production, Internet, Music, Social Media, Video","Ho Chi Minh City, NA - Vietnam, Vietnam",125011,2008-04-15,251-500,Series D,Private,Late Stage Venture,2022-11-02,73744817.42812504,31820509.0,Series D,4,77068989.80240801,31820509.0,"EastBridge Partners, IT-Farm, Turner Broadcasting System, TV Tokyo, Mirae Asset-Naver Asia Growth Fund",5.0,ASIAN,30000000.0,2008.0,Ho Chi Minh City,Vietnam,375.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Digital Entertainment, Internet, Social Media Marketing",18.116121292114258,18.16021156311035,989,17.216707972959764,17.275621608401035,17.275621608401035,5.930918047239948,6.897704943128636
Berrybenka,$1M to $10M,"E-Commerce, Fashion","Jakarta, Jakarta Raya, Indonesia",474060,2011-01-01,51-100,Series C,Private,Late Stage Venture,2017-01-27,72579357.14769098,5000000.0,Series C,4,75398506.22218703,5000000.0,"STRIVE, East Ventures, Maj Invest Equity, TransCosmos, Asia Summit Capital",6.0,ASIAN,5500000.0,2011.0,Jakarta,Indonesia,75.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fashion,18.100191116333008,18.13829803466797,3094,15.520258832020865,15.424948670398354,15.424948670398354,4.33729074083249,8.037543185118697
Pricebook,$10M to $50M,"Computer, E-Commerce, Internet, Shopping","Jakarta, Jakarta Raya, Indonesia",481827,2013-09-11,11-50,Series D,Private,Late Stage Venture,2019-01-07,73744817.42812504,150000.0,Series D,4,77068989.80240801,150000.0,"Global Brain Corporation, ANOBAKA, Spiral Ventures, Incubate Fund, aucfan",8.0,ASIAN,30000000.0,2013.0,Jakarta,Indonesia,30.5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sales, Digital Entertainment, Internet",18.116121292114258,18.16021156311035,2384,17.216707972959764,11.918397239722838,11.918397239722838,3.449987545831587,7.776954403322442
Clay,$10M to $50M,"Artificial Intelligence (AI), Developer Tools, Lead Generation, Productivity Tools, Sales Automation, Software","New York, New York, United States",54,2017-07-25,101-250,Series C,Private,Late Stage Venture,2025-06-13,76757398.83822462,102000000.0,Series C,5,77729173.89964312,102000000.0,"Sequoia Capital, BoxGroup, First Round Capital, Builders VC, boldstart ventures",10.0,US,30000000.0,2017.0,New York,United States,175.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"Sales, Apps, Developer Platform, Energy, It Management",18.156160354614258,18.16874122619629,35,17.216707972959764,18.440483381052466,18.440483381052466,5.173320876373351,3.58351893845611
Kin Insurance,$100M to $500M,"Financial Services, Insurance, InsurTech, Property Insurance","Chicago, Illinois, United States",314,2016-02-01,501-1000,Series E,Private,Late Stage Venture,2025-07-15,75794447.8690767,658164957.0,Series E,14,78799776.45041603,266164957.0,"QED Investors, 500 Global, Industry Ventures, Geodesic Capital, Flourish Ventures",47.0,US,300000000.0,2016.0,Chicago,United States,750.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Finance, Health Insurance, Education, Residential",18.143535614013672,18.18242073059082,3,19.519293035953808,20.30496615391922,19.399626817393994,6.622071209193029,1.3862943611198906
Figure,$10M to $50M,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics","Sunnyvale, California, United States",539,2022-01-01,11-50,Series C,Private,Late Stage Venture,2025-05-17,76394447.91082364,854000000.0,Series C,5,77815507.17090902,854000000.0,"OpenAI, NVIDIA, Microsoft, FJ Labs, Bossa Invest",37.0,US,30000000.0,2022.0,Sunnyvale,United States,30.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Industrial Engineering,18.15142059326172,18.169851303100586,62,17.216707972959764,20.565441752923803,20.565441752923803,3.449987545831587,4.143134726391533
Domino Data Lab,$10M to $50M,"Analytics, Artificial Intelligence (AI), Big Data, Data Mining, Enterprise Applications, Enterprise Software, Machine Learning, Software","San Francisco, California, United States",898,2013-01-01,251-500,Series F,Private,Late Stage Venture,2022-06-15,73744817.42812504,223600000.0,Series F,9,76012042.97184522,223600000.0,"Sequoia Capital, NVIDIA, Slow Ventures, Coatue, Great Hill Partners",15.0,US,30000000.0,2013.0,San Francisco,United States,375.5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Machine Learning, Apps, Enterprise, Data Management",18.116121292114258,18.14640235900879,1129,17.216707972959764,19.22536930371749,19.22536930371749,5.930918047239948,7.029972911706386
Harbinger,$50M to $100M,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Garden Grove, California, United States",1097,2021-07-01,251-500,Series C,Private,Late Stage Venture,2025-05-29,69993794.47642675,196974316.0,Series C,6,73066333.67218807,196974316.0,"Ridgeline, Greycroft, Acequia Capital (AceCap), Tiger Global Management, Maniv Mobility",19.0,US,75000000.0,2021.0,Garden Grove,United States,375.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Internet, Energy",18.06391716003418,18.10687828063965,50,18.132998684833918,19.098583907644908,19.098583907644908,5.930918047239948,3.9318256327243257
Discord,$500M to $1B,"Blockchain, Communities, Gaming, Internet, Metaverse, Software, Web3","San Francisco, California, United States",1110,2015-01-01,501-1000,Secondary Market,Private,Late Stage Venture,2024-03-01,74955865.33564043,995408718.0,Series I,17,78518170.2775004,979300000.0,"General Catalyst, Accel, IVP, Index Ventures, Franklin Templeton",41.0,US,750000000.0,2015.0,San Francisco,United States,750.5,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finance, Digital Entertainment, Apps, Internet, Family",18.132410049438477,18.17884063720703,504,20.435583765827964,20.71866398364311,20.70234858971216,6.622071209193029,6.22455842927536
Zola,$100M to $500M,"E-Commerce, Internet, Shopping, Wedding","New York, New York, United States",1272,2013-01-01,101-250,Series D,Private,Late Stage Venture,2020-05-22,73744817.42812504,240849999.0,Series D,8,77068989.80240801,240849999.0,"Lightspeed Venture Partners, Forerunner, Thrive Capital, BAM Ventures, TCG",17.0,US,300000000.0,2013.0,New York,United States,175.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sales, Internet, Family",18.116121292114258,18.16021156311035,1883,19.519293035953808,19.299684891040503,19.299684891040503,5.173320876373351,7.5411524551363085
Group14 Technologies,$10M to $50M,"Battery, Chemical Engineering, Electric Vehicle, Energy Storage, Nanotechnology","Woodinville, Washington, United States",1743,2015-01-01,501-1000,Series C,Private,Late Stage Venture,2023-07-19,76757398.83822462,756216858.0,Series C,10,80255934.30816408,649000000.0,"Vsquared Ventures, OMERS Ventures, Lightrock, US Department of Energy, Yaletown Partners",20.0,US,30000000.0,2015.0,Woodinville,United States,750.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",18.156160354614258,18.20073127746582,730,17.216707972959764,20.44383874353916,20.290943276209195,6.622071209193029,6.594413459749778
Brex,$100M to $500M,"Banking, Credit Cards, Financial Services, FinTech","San Francisco, California, United States",1923,2017-01-03,1001-5000,Series D,Private,Late Stage Venture,2022-05-18,76137265.01094218,1464120000.0,Series D,12,78799776.45041603,1164120000.0,"Base10 Partners, IVP, Y Combinator, Endeavor Catalyst, Kleiner Perkins",54.0,US,300000000.0,2017.0,San Francisco,United States,3000.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering",18.148048400878906,18.18242073059082,1157,19.519293035953808,21.10452021702252,20.875231274584486,8.006867442691897,7.05444965813294
Headspace,$100M to $500M,"Fitness, Health Care, Mental Health, mHealth, Mobile Apps, Psychology, Therapeutics","Santa Monica, California, United States",2112,2010-01-01,501-1000,Debt Financing,Private,Late Stage Venture,2023-07-26,105000000.0,320853477.0,Series C,13,77815507.17090902,175703977.0,"Y Combinator, WME, SV Angel, Human Ventures, Spectrum Equity",30.0,US,300000000.0,2010.0,Santa Monica,United States,750.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Apps, Health Insurance, Medical",18.46947091764561,18.169851303100586,723,19.519293035953808,19.586495122058412,18.984311193766136,6.622071209193029,6.584791392385716
Particle,$10M to $50M,"Consumer Electronics, Hardware, Information Services, Infrastructure, Internet of Things, Software","San Francisco, California, United States",2191,2012-11-01,101-250,Series C,Private,Late Stage Venture,2025-03-12,73744817.42812504,106470000.0,Series C,16,77068989.80240801,105325000.0,"Alumni Ventures, Root Ventures, Industry Ventures, Spark Capital, Energy Impact Partners",23.0,US,30000000.0,2012.0,San Francisco,United States,175.5,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Industrial Engineering, Sales, Apps, Internet, Delivery Service",18.116121292114258,18.16021156311035,128,17.216707972959764,18.483373822683106,18.472561375323778,5.173320876373351,4.859812404361672
MycoWorks,$1M to $10M,"Biotechnology, Manufacturing, Product Research, Sustainability","Emeryville, California, United States",2198,2013-01-01,51-100,Series D,Private,Late Stage Venture,2024-07-09,76757398.83822462,187000000.0,Series D,8,77729173.89964312,187000000.0,"Gaingels, Valor Equity Partners, 8VC, SOSV, Susa Ventures",25.0,US,5500000.0,2013.0,Emeryville,United States,75.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Industrial Engineering, Sales, Energy, Medical",18.156160354614258,18.16874122619629,374,15.520258832020865,19.046619180166456,19.046619180166456,4.33729074083249,5.926926025970411
PingPong,$1M to $10M,"E-Commerce, Financial Services, FinTech, Marketplace, Payments","San Mateo, California, United States",2321,2015-01-01,1001-5000,Series D,Private,Late Stage Venture,2019-03-01,74601433.04301454,122000000.0,Series D,6,78799776.45041603,122000000.0,"GF Xinde Investment Management, Eight Roads Ventures, CICC, Ocean Link, GF Securities",12.0,US,5500000.0,2015.0,San Mateo,United States,3000.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Sales",18.127670288085938,18.18242073059082,2331,15.520258832020865,18.619531610894253,18.619531610894253,8.006867442691897,7.754481547470383
Cohesity,$100M to $500M,"Analytics, Artificial Intelligence (AI), Cloud Computing, Cyber Security, Data Center, Data Storage, Information Technology","San Jose, California, United States",2479,2013-07-11,5001-10000,Series H,Private,Late Stage Venture,2024-12-10,73744817.42812504,955000000.0,Series H,10,78450956.13722764,810000000.0,"Accel, Sequoia Capital, NVIDIA, Cisco Investments, Haveli Investments",41.0,US,300000000.0,2013.0,San Jose,United States,7500.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Machine Learning, Enterprise, Security, Data Management",18.116121292114258,18.1779842376709,220,19.519293035953808,20.677221899492125,20.512544806865325,8.922858279527068,5.3981627015177525
Hello Alice,$50M to $100M,"Financial Services, FinTech, Information Services, Information Technology","Houston, Texas, United States",2682,2017-05-09,51-100,Series C,Private,Late Stage Venture,2024-04-04,76137265.01094218,26059590.0,Series C,10,78799776.45041603,25859590.0,"Alumni Ventures, QED Investors, Serena Ventures, Mastercard, How Women Invest",25.0,US,75000000.0,2017.0,Houston,United States,75.5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Finance, Industrial Engineering, Delivery Service, Enterprise",18.148048400878906,18.18242073059082,470,18.132998684833918,17.075896434986777,17.06819211525097,4.33729074083249,6.154858094016418
Vouch,$100M to $500M,"Finance, Financial Services, Insurance, InsurTech","San Francisco, California, United States",2718,2018-01-01,251-500,Series D,Private,Late Stage Venture,2025-02-13,75794447.8690767,184724996.0,Series D,8,78799776.45041603,184724996.0,"Alumni Ventures, Index Ventures, Y Combinator, 500 Global, Quiet Capital",29.0,US,300000000.0,2018.0,San Francisco,United States,375.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Finance, Health Insurance, Education",18.143535614013672,18.18242073059082,155,19.519293035953808,19.03437877439863,19.03437877439863,5.930918047239948,5.049856007249537
Vizgen,$1M to $10M,"Biotechnology, Health Care, Life Science, Medical","Cambridge, Massachusetts, United States",2782,2019-03-07,101-250,Series D,Private,Late Stage Venture,2024-10-09,73744817.42812504,136200000.0,Series D,4,77815507.17090902,136200000.0,"ARCH Venture Partners, Northpond Ventures, Novalis LifeSciences, Pura Vida Investments, Tao Capital Partners",8.0,US,5500000.0,2019.0,Cambridge,United States,175.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.116121292114258,18.169851303100586,282,15.520258832020865,18.72963495902183,18.72963495902183,5.173320876373351,5.645446897643238
EndoQuest Robotics,$1M to $10M,"Biotechnology, Health Care, Life Science, Manufacturing, Medical, Robotics","Houston, Texas, United States",2886,2017-01-01,51-100,Series D,Private,Late Stage Venture,2025-07-14,73744817.42812504,128743639.0,Series D,4,77815507.17090902,128743639.0,"Frederic Moll, CE-Ventures, University of Texas Health Science Center at Houston, Crescent Enterprises, Puma Venture Capital",7.0,US,5500000.0,2017.0,Houston,United States,75.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Industrial Engineering, Health Insurance, Medical",18.116121292114258,18.169851303100586,4,15.520258832020865,18.673333698229744,18.673333698229744,4.33729074083249,1.6094379124341003
Samba TV,$100M to $500M,"Advertising, Apps, Digital Media, Video","San Francisco, California, United States",2890,2008-01-01,251-500,Series C,Private,Late Stage Venture,2021-02-20,73744817.42812504,45663000.0,Series C,9,77815507.17090902,45663000.0,"Gaingels, Draper Associates, Bossa Invest, August Capital, Sand Hill Angels",23.0,US,300000000.0,2008.0,San Francisco,United States,375.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Digital Entertainment, Apps, Social Media Marketing",18.116121292114258,18.169851303100586,1609,19.519293035953808,17.63679892182948,17.63679892182948,5.930918047239948,7.383989457978509
PandaDoc,$50M to $100M,"Contact Management, Document Management, E-Signature, SaaS, Sales Automation, Software","San Francisco, California, United States",2908,2011-01-01,501-1000,Series C,Private,Late Stage Venture,2021-09-22,72579357.14769098,51055000.0,Series C,6,75398506.22218703,51055000.0,"Kima Ventures, Altos Ventures, G Squared, One Peak, HubSpot",15.0,US,75000000.0,2011.0,San Francisco,United States,750.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Sales, Apps, Family, It Management",18.100191116333008,18.13829803466797,1395,18.132998684833918,17.748414060558495,17.748414060558495,6.622071209193029,7.241366283322318
AliveCor,$1M to $10M,"Health Care, Information Technology, Medical Device, Mobile, Software","Mountain View, California, United States",3295,2010-01-01,101-250,Series F,Private,Late Stage Venture,2022-08-16,73744817.42812504,154284906.0,Series F,9,76012042.97184522,134284906.0,"Khosla Ventures, GE Healthcare, Mayo Clinic, WP Global Partners, Sweetwater Capital Partners",11.0,US,5500000.0,2010.0,Mountain View,United States,175.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Apps, Health Insurance, Enterprise, Medical",18.116121292114258,18.14640235900879,1067,15.520258832020865,18.85431149660613,18.715474272452813,5.173320876373351,6.97354301952014
Provi,$100M to $500M,"Craft Beer, E-Commerce, E-Commerce Platforms, Food and Beverage, Hospitality, Marketplace, Online Portals, Restaurants, Wine And Spirits","Chicago, Illinois, United States",3707,2016-01-01,101-250,Series C,Private,Late Stage Venture,2023-08-04,67844581.95649768,124850000.0,Series C,7,76785659.84207809,124850000.0,"Bessemer Venture Partners, FJ Labs, Ludlow Ventures, Hyde Park Venture Partners, Bienville Capital",13.0,US,300000000.0,2016.0,Chicago,United States,175.5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"Travel, Industrial Engineering, Sales, Developer Platform, Fashion, Catering",18.032730102539062,18.15652847290039,714,19.519293035953808,18.642623582699667,18.642623582699667,5.173320876373351,6.5722825426940075
Rocket Lawyer,$10M to $50M,"Law Enforcement, Legal, Legal Tech","San Francisco, California, United States",3796,2008-08-27,251-500,Debt Financing,Private,Late Stage Venture,2021-04-21,223000000.0,291650818.0,Series D,7,77815507.17090902,46150818.0,"Morgan Stanley, Industry Ventures, Google Ventures, August Capital, Vista Credit Partners",9.0,US,30000000.0,2008.0,San Francisco,United States,375.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,"Security, Family, Medical",19.222682333908697,18.169851303100586,1549,17.216707972959764,19.491067819320445,17.647425265234542,5.930918047239948,7.346010209913293
Crexi,$10M to $50M,"Commercial Real Estate, Marketplace, Real Estate, SaaS","Los Angeles, California, United States",4056,2015-01-01,251-500,Convertible Note,Private,Late Stage Venture,2024-04-25,73744817.42812504,54000000.0,Series C,6,75341434.77051477,54000000.0,"Founder Collective, Industry Ventures, FJ Labs, Freestyle Capital, Alpaca VC",17.0,US,30000000.0,2015.0,Los Angeles,United States,375.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Sales, Family, Residential",18.116121292114258,18.137540817260742,449,17.216707972959764,17.804494623047066,17.804494623047066,5.930918047239948,6.1092475827643655
Machina Labs,$10M to $50M,"Artificial Intelligence (AI), Industrial Engineering, Machinery Manufacturing, Mechanical Engineering, Robotics","Chatsworth, California, United States",4235,2019-01-01,51-100,Series C,Private,Late Stage Venture,2025-07-03,73744817.42812504,48300000.0,Series C,6,77815507.17090902,48300000.0,"Alumni Ventures, Congruent Ventures, SignalRank, Innovation Endeavors, Lockheed Martin Ventures",12.0,US,30000000.0,2019.0,Chatsworth,United States,75.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrial Engineering,18.116121292114258,18.169851303100586,15,17.216707972959764,17.692942139326735,17.692942139326735,4.33729074083249,2.772588722239781
Brilliant.org,Less than $1M,"E-Learning, Education, Internet, Tutoring","San Francisco, California, United States",4268,2012-01-01,101-250,Series C,Private,Late Stage Venture,2022-05-05,72238780.14315729,25000000.0,Series C,9,77068989.80240801,25000000.0,"International Finance Corporation, Techstars, Union Square Ventures, LAUNCH, Corazon Capital",10.0,US,500000.0,2012.0,San Francisco,United States,175.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Internet, Education",18.095487594604492,18.16021156311035,1170,13.122365377402328,17.034386422832473,17.034386422832473,5.173320876373351,7.065613363597717
xMEMS,$1M to $10M,"Audio, Consumer Electronics, Semiconductor","Santa Clara, California, United States",4399,2018-01-01,101-250,Series C,Private,Late Stage Venture,2024-09-04,76757398.83822462,14999984.0,Series C,2,77729173.89964312,14999984.0,"Delian Capital, Yunhao Capital",2.0,US,5500000.0,2018.0,Santa Clara,United States,175.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sales, Digital Entertainment, Energy",18.156160354614258,18.16874122619629,317,15.520258832020865,16.523559759065986,16.523559759065986,5.173320876373351,5.762051382780177
Rula,$1B to $10B,"Addiction Treatment, Health Care, Health Insurance, Home Health Care, Mental Health, Personal Health, Wellness","Los Angeles, California, United States",4456,2019-01-01,251-500,Series C,Private,Late Stage Venture,2024-07-15,73744817.42812504,110850000.0,Series C,5,77815507.17090902,110850000.0,"Tribe Capital, Wing Venture Capital, Meridian Street Capital, Upfront Ventures, Harmony Partners",13.0,US,5500000000.0,2019.0,Los Angeles,United States,375.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.116121292114258,18.169851303100586,368,22.428013929366653,18.523688503047794,18.523688503047794,5.930918047239948,5.910796644040527
UpEquity,$10M to $50M,"Financial Services, FinTech, Real Estate","Austin, Texas, United States",4778,2019-03-01,11-50,Debt Financing,Private,Late Stage Venture,2025-06-18,200000000.0,276650000.0,Series C,9,78799776.45041603,29150000.0,"Y Combinator, Alumni Ventures, Gaingels, S3 Ventures, Flybridge",12.0,US,30000000.0,2019.0,Austin,United States,30.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Finance, Industrial Engineering, Residential",19.11382792951231,18.18242073059082,30,17.216707972959764,19.43826373092307,17.187965505066092,3.449987545831587,3.4339872044851463
BuyerLink,$10M to $50M,"Ad Network, Advertising, Home Renovation, Lead Generation, Marketing Automation, Marketplace, Real Estate","Walnut Creek, California, United States",5141,2001-01-01,51-100,Debt Financing,Private,Late Stage Venture,2024-09-09,41000000.0,125590402.0,Series D,8,77986825.2433991,83511402.0,"Citi, Scale Venture Partners, Hercules Capital, ATEL Ventures, Steamboat Ventures",7.0,US,30000000.0,2001.0,Walnut Creek,United States,75.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"Sales, Internet, Energy, Residential, Social Media Marketing",17.529082649058825,18.17205047607422,312,17.216707972959764,18.64853639984337,18.240493743371474,4.33729074083249,5.746203190540153
Willow,$1M to $10M,"Health Care, Medical Device, Wearables, Women's","Mountain View, California, United States",5192,2014-01-01,51-100,Series D,Private,Late Stage Venture,2022-09-20,72579357.14769098,144270204.0,Series D,8,75398506.22218703,144270204.0,"Gaingels, Alumni Ventures, New Enterprise Associates, Bossa Invest, Perceptive Advisors",18.0,US,5500000.0,2014.0,Mountain View,United States,75.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"Health Insurance, Medical, Fashion",18.100191116333008,18.13829803466797,1032,15.520258832020865,18.787198522867783,18.787198522867783,4.33729074083249,6.940222469119639
Redwood Materials,$10M to $50M,"Advanced Materials, Battery, Electric Vehicle, Renewable Energy, Sustainability","Carson City, Nevada, United States",5825,2017-01-01,1001-5000,Series D,Private,Late Stage Venture,2023-09-05,76757398.83822462,3817000000.0,Series D,8,80255934.30816408,1817000000.0,"Valor Equity Partners, Franklin Templeton, Amazon, Fidelity, Breakthrough Energy Ventures",18.0,US,30000000.0,2017.0,Carson City,United States,3000.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Industrial Engineering, Energy",18.156160354614258,18.20073127746582,682,17.216707972959764,22.06273061097149,21.320452626910804,8.006867442691897,6.52649485957079
Prellis Biologics,$1M to $10M,"3D Printing, Biopharma, Biotechnology, Therapeutics","Berkeley, California, United States",6246,2016-01-01,11-50,Series C,Private,Late Stage Venture,2025-03-10,73744817.42812504,79372758.0,Series C,12,77815507.17090902,79372758.0,"Plug and Play, Khosla Ventures, True Ventures, SOSV, Cantos",13.0,US,5500000.0,2016.0,Berkeley,United States,30.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medical,18.116121292114258,18.169851303100586,130,15.520258832020865,18.189665781707703,18.189665781707703,3.449987545831587,4.875197323201151
Zenlayer,$1M to $10M,"Cloud Computing, Information Technology, ISP, Optical Communication, Software, Telecommunications","Diamond Bar, California, United States",6725,2014-01-01,101-250,Series C,Private,Late Stage Venture,2022-01-04,73744817.42812504,102000000.0,Series C,4,76012042.97184522,102000000.0,"MDI Ventures, Volcanics Venture, F&G Venture, NSFOCUS, Forebright Capital",7.0,US,5500000.0,2014.0,Diamond Bar,United States,175.5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Apps, Internet, Enterprise, Data Management",18.116121292114258,18.14640235900879,1291,15.520258832020865,18.440483381052466,18.440483381052466,5.173320876373351,7.163946684342547
DermaSensor,$1M to $10M,"Biotechnology, Health Care, Medical, Medical Device, Primary and Urgent Care","Miami, Florida, United States",6909,2009-05-01,11-50,Series C,Private,Late Stage Venture,2025-03-16,73744817.42812504,35929505.0,Series C,8,77815507.17090902,32929505.0,"SternAegis, Miami Angels, Wealthing VC Club, Harmonix Fund, MedTech Innovator",11.0,US,5500000.0,2009.0,Miami,United States,30.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Health Insurance, Medical",18.116121292114258,18.169851303100586,124,15.520258832020865,17.39706941003888,17.30987965272165,3.449987545831587,4.8283137373023015
